Country;IDCountry;populationGroup;IDpopulationGroup;CategoryLevel;Category1;IDCategory1;Category2;IDCategory2;avg_consume [grams/day/person];avg_consume [grams/kg body weight]
Austria;14;Very_elderly;13;2;Alcoholic beverages;10489503;Beer;10489514;344,5;4,741
Austria;14;Very_elderly;13;2;Water and water based drinks;10489266;Water based beverages;10490622;343,75;4,486
Poland;175;Adults;10;2;Fruits and fruit products;10487162;Fruit;10490675;341,888;4,908
Poland;175;Adults;10;1;Fruits and fruit products;10487162;NULL;NULL;340,797;4,893
Belgium;22;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;340,34;4,564
Romania;185;Adolescents;7;1;Vegetables;10486258;NULL;NULL;339,479;7,328
Portugal;180;Infants;1;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;337,95;33,795
Latvia;132;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;336,387;4,275
Austria;14;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;335,549;4,495
Germany;56;Very_elderly;13;1;Alcoholic beverages;10489503;NULL;NULL;334,692;4,318
Poland;175;Adults;10;1;Water and water based drinks;10489266;NULL;NULL;334,323;4,679
Austria;14;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;333,777;4,302
Austria;14;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;333,088;4,583
Hungary;99;Elderly;12;2;Water and water based drinks;10489266;Drinking water;10489267;332,68;4,328
Hungary;99;Adults;10;2;Water and water based drinks;10489266;Drinking water;10489267;331,494;4,673
Romania;185;Very_elderly;13;1;Water and water based drinks;10489266;NULL;NULL;331,25;4,617
Austria;14;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;331,152;4,884
Poland;175;Very_elderly;13;2;Alcoholic beverages;10489503;Beer;10489514;330;4,074
United Kingdom;77;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;327,91;6,097
Poland;175;Elderly;12;1;Fruits and fruit products;10487162;NULL;NULL;327,376;4,513
Poland;175;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;327,083;3,859
Denmark;58;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;323,824;4,255
Spain;67;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;323,433;4,353
Poland;175;Elderly;12;2;Fruits and fruit products;10487162;Fruit;10490675;323,187;4,46
Portugal;180;Adults;10;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;323,133;4,075
Finland;70;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;322,45;4,142
Denmark;58;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;322,195;4,156
Ireland;101;Adults;10;2;Water and water based drinks;10489266;Drinking water;10489267;321,269;4,398
Portugal;180;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;319,673;6,331
Portugal;180;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;319,647;4,15
Hungary;99;Elderly;12;1;Water and water based drinks;10489266;NULL;NULL;319,618;4,19
Estonia;63;Adults;10;2;Water and water based drinks;10489266;Drinking water;10489267;318,672;4,645
Finland;70;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;313,09;3,786
Hungary;99;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;312,068;4,026
Netherlands;162;Very_elderly;13;2;Alcoholic beverages;10489503;Beer;10489514;310,533;3,847
Estonia;63;Adults;10;2;Alcoholic beverages;10489503;Wine;10489530;309,034;4,203
Estonia;63;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;308,104;3,924
Finland;70;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;307,645;3,97
Bulgaria;24;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;306,962;4,406
Denmark;58;Infants;1;1;Water and water based drinks;10489266;NULL;NULL;306,629;33,672
Bulgaria;24;Adolescents;7;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;306,452;4,857
Denmark;58;Infants;1;2;Water and water based drinks;10489266;Drinking water;10489267;305,757;33,587
Spain;67;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;305,416;4,379
France;75;Elderly;12;1;Vegetables;10486258;NULL;NULL;304,914;4,331
Spain;67;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;304,4;4,758
Latvia;132;Adults;10;1;Water and water based drinks;10489266;NULL;NULL;304,334;3,965
Netherlands;162;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;302,934;3,792
Poland;175;Adults;10;2;Water and water based drinks;10489266;Drinking water;10489267;302,01;4,231
France;75;Adolescents;7;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;301,362;4,04
Estonia;63;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;300,847;4,329
Latvia;132;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;300,635;3,675
Poland;175;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;300;3,797
Slovakia;198;Adults;10;2;Fish and Seafood;10488027;Seafood;10488301;300;3,529
Latvia;132;Adolescents;7;1;Water and water based drinks;10489266;NULL;NULL;298,218;5,883
Poland;175;Adults;10;1;Vegetables;10486258;NULL;NULL;298,044;4,163
Denmark;58;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;297,561;5,917
Poland;175;Elderly;12;1;Water and water based drinks;10489266;NULL;NULL;297,352;3,95
Slovenia;196;Adults;10;2;Fruits and fruit products;10487162;Fruit;10490675;296,771;4,263
France;75;Very_elderly;13;1;Vegetables;10486258;NULL;NULL;296,329;4,373
Germany;56;Very_elderly;13;2;Water and water based drinks;10489266;Water based beverages;10490622;294,434;3,825
Estonia;63;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;293,333;4,252
Estonia;63;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;292,857;3,126
Denmark;58;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;292,482;3,759
Finland;70;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;292,269;3,815
Denmark;58;Elderly;12;2;Alcoholic beverages;10489503;Beer;10489514;292,192;3,928
Slovenia;196;Adults;10;1;Fruits and fruit products;10487162;NULL;NULL;290,018;4,151
Bulgaria;24;Elderly;12;2;Alcoholic beverages;10489503;Beer;10489514;290;3,807
Germany;56;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;289,204;7,52
Poland;175;Very_elderly;13;1;Water and water based drinks;10489266;NULL;NULL;287,554;4,274
Poland;175;Adolescents;7;1;Alcoholic beverages;10489503;NULL;NULL;287,5;5,593
Poland;175;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;287,5;5,593
Poland;175;Elderly;12;2;Water and water based drinks;10489266;Drinking water;10489267;286,508;3,841
Ireland;101;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;285,714;3,696
Bulgaria;24;Elderly;12;1;Water and water based drinks;10489266;NULL;NULL;284,338;3,966
Sweden;193;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;284,33;3,6
Poland;175;Very_elderly;13;2;Water and water based drinks;10489266;Drinking water;10489267;283,806;4,181
Bulgaria;24;Very_elderly;13;1;Water and water based drinks;10489266;NULL;NULL;283,271;3,76
United Kingdom;77;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;283,063;4,342
Latvia;132;Adults;10;2;Water and water based drinks;10489266;Drinking water;10489267;282,965;3,667
Hungary;99;Elderly;12;2;Alcoholic beverages;10489503;Beer;10489514;282,083;3,726
Estonia;63;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;281,862;3,58
Belgium;22;Very_elderly;13;2;Alcoholic beverages;10489503;Beer;10489514;281,672;3,948
Poland;175;Adults;10;1;Meat and meat products;10487577;NULL;NULL;281,521;3,88
Poland;175;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10487831;281,25;3,691
Netherlands;162;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;280,38;3,597
Bulgaria;24;Adults;10;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;279,667;4,013
Romania;185;Very_elderly;13;2;Water and water based drinks;10489266;Drinking water;10489267;279,358;3,877
Austria;14;Adults;10;2;Fruits and fruit products;10487162;Fruit;10490675;278,735;4,135
Spain;67;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;276,965;3,636
Germany;56;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;276,256;3,426
Bulgaria;24;Elderly;12;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;275;3,935
Romania;185;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10487577;275;5,249
Portugal;180;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;274,717;3,876
Finland;70;Elderly;12;2;Alcoholic beverages;10489503;Beer;10489514;274,605;3,606
Slovenia;196;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;273,739;3,572
Estonia;63;Adults;10;2;Fruits and fruit products;10487162;Fruit;10490675;271,891;3,688
Austria;14;Very_elderly;13;1;Alcoholic beverages;10489503;NULL;NULL;270,4;3,664
Italy;108;Elderly;12;1;Fruits and fruit products;10487162;NULL;NULL;268,479;3,821
Denmark;58;Very_elderly;13;2;Alcoholic beverages;10489503;Beer;10489514;268,125;3,686
Romania;185;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;267,933;5,566
Denmark;58;Elderly;12;2;Alcoholic beverages;10489503;Beer;10489514;266,26;3,443
United Kingdom;77;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;265,617;3,49
Estonia;63;Adults;10;1;Fruits and fruit products;10487162;NULL;NULL;265,294;3,601
Austria;14;Adults;10;1;Fruits and fruit products;10487162;NULL;NULL;264,532;3,928
Spain;67;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;264,378;5,28
Hungary;99;Very_elderly;13;1;Water and water based drinks;10489266;NULL;NULL;264,352;3,931
Italy;108;Elderly;12;2;Fruits and fruit products;10487162;Fruit;10490675;264,273;3,762
Slovakia;198;Adults;10;2;Alcoholic beverages;10489503;Wine;10489530;263,203;3,41
Denmark;58;Very_elderly;13;2;Alcoholic beverages;10489503;Wine;10489530;261,688;3,439
Spain;67;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;261,105;4,63
Poland;175;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501070;260,348;3,581
Spain;67;Adolescents;7;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;260;3,641
Denmark;58;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;258,808;4,117
Finland;70;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;258,087;3,21
Italy;108;Very_elderly;13;1;Fruits and fruit products;10487162;NULL;NULL;257,899;3,951
Italy;108;Very_elderly;13;2;Fruits and fruit products;10487162;Fruit;10490675;257,655;3,949
Sweden;193;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;257,223;3,383
Poland;175;Adolescents;7;2;Water and water based drinks;10489266;Drinking water;10489267;256,872;5,481
Estonia;63;Elderly;12;2;Fruits and fruit products;10487162;Fruit;10490675;256,761;3,339
Belgium;22;Very_elderly;13;1;Alcoholic beverages;10489503;NULL;NULL;256,461;3,637
Croatia;97;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;256,078;3,506
Netherlands;162;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;255,271;3,101
Latvia;132;Adolescents;7;2;Water and water based drinks;10489266;Drinking water;10489267;254,393;4,94
Hungary;99;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;254,331;3,276
Germany;56;Adolescents;7;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;254,167;4,501
Austria;14;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;253,657;5,4
Hungary;99;Very_elderly;13;2;Water and water based drinks;10489266;Drinking water;10489267;253,623;3,854
United Kingdom;77;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;251,997;3,381
Spain;67;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;251,04;3,376
Estonia;63;Elderly;12;1;Fruits and fruit products;10487162;NULL;NULL;250,419;3,268
Croatia;97;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;250;3,968
Cyprus;54;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;250;4,808
Italy;108;Elderly;12;1;Vegetables;10486258;NULL;NULL;249,891;3,56
France;75;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;249,19;3,507
Estonia;63;Adolescents;7;2;Fruits and fruit products;10487162;Fruit;10490675;248,571;4,434
Hungary;99;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;247,504;3,482
Denmark;58;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;247,319;3,694
Latvia;132;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;247,231;3,116
Germany;56;Very_elderly;13;1;Fruits and fruit products;10487162;NULL;NULL;246,788;3,343
Denmark;58;Very_elderly;13;2;Alcoholic beverages;10489503;Beer;10489514;245,816;3,563
United Kingdom;77;Very_elderly;13;1;Alcoholic beverages;10489503;NULL;NULL;245,767;3,251
Poland;175;Elderly;12;1;Vegetables;10486258;NULL;NULL;245,518;3,361
Germany;56;Elderly;12;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;245,139;3,207
Denmark;58;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;244,69;3,216
Poland;175;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487795;244,557;3,27
Netherlands;162;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;244,491;3,103
Germany;56;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;244;7,279
Bulgaria;24;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;243,453;3,961
Belgium;22;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;242,668;3,233
Germany;56;Elderly;12;1;Fruits and fruit products;10487162;NULL;NULL;242,291;3,205
Bulgaria;24;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;241,473;4,502
Italy;108;Adults;10;1;Vegetables;10486258;NULL;NULL;240,882;3,542
France;75;Adults;10;1;Vegetables;10486258;NULL;NULL;240,793;3,458
Finland;70;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;240,739;3,135
Finland;70;Infants;1;1;Water and water based drinks;10489266;NULL;NULL;240,72;30,146
Finland;70;Infants;1;2;Water and water based drinks;10489266;Drinking water;10489267;240,72;30,146
Poland;175;Adolescents;7;1;Vegetables;10486258;NULL;NULL;240,457;4,876
Sweden;193;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;240,357;3,252
Portugal;180;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;240,326;3,025
Denmark;58;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;239,776;3,261
Denmark;58;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;239,716;4,735
Estonia;63;Adults;10;2;Fruits and fruit products;10487162;Fruit;10490675;239,622;3,585
Finland;70;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;239,3;3,052
Spain;67;Elderly;12;1;Fruits and fruit products;10487162;NULL;NULL;239,268;3,348
Poland;175;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501070;238,818;3,19
Portugal;180;Very_elderly;13;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;237,625;3,427
Ireland;101;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;237,448;3,143
Portugal;180;Elderly;12;2;Alcoholic beverages;10489503;Beer;10489514;236,896;2,923
Spain;67;Adults;10;1;Alcoholic beverages;10489503;NULL;NULL;236,552;3,119
Latvia;132;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;236,305;3,106
Estonia;63;Adolescents;7;1;Fruits and fruit products;10487162;NULL;NULL;236,241;4,219
Poland;175;Elderly;12;1;Meat and meat products;10487577;NULL;NULL;235,975;3,156
Sweden;193;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;235,913;3,259
France;75;Infants;1;1;Water and water based drinks;10489266;NULL;NULL;234,122;35,642
Spain;67;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;233,655;3,215
Spain;67;Elderly;12;2;Fruits and fruit products;10487162;Fruit;10490675;232,964;3,258
France;75;Infants;1;2;Water and water based drinks;10489266;Drinking water;10489267;232,552;35,485
Bulgaria;24;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;231,35;4,309
France;75;Very_elderly;13;2;Alcoholic beverages;10489503;Beer;10489514;231,164;3,633
Bulgaria;24;Elderly;12;1;Vegetables;10486258;NULL;NULL;230,611;3,175
Latvia;132;Elderly;12;2;Water and water based drinks;10489266;Water based beverages;10490622;230,276;2,813
Germany;56;Elderly;12;2;Fruits and fruit products;10487162;Fruit;10490675;229,066;3,035
Bulgaria;24;Adolescents;7;1;Fruits and fruit products;10487162;NULL;NULL;228,658;3,737
France;75;Adults;10;2;Alcoholic beverages;10489503;Beer;10489514;228,579;3,137
Poland;175;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;228,571;3,163
Estonia;63;Adolescents;7;2;Alcoholic beverages;10489503;Wine;10489530;227,5;3,441
Finland;70;Elderly;12;1;Alcoholic beverages;10489503;NULL;NULL;226,374;2,96
France;75;Elderly;12;1;Fruits and fruit products;10487162;NULL;NULL;225,906;3,275
Bulgaria;24;Very_elderly;13;2;Water and water based drinks;10489266;Drinking water;10489267;225,485;3,178
Spain;67;Adults;10;2;Water and water based drinks;10489266;Water based beverages;10490622;225,287;3,426
Poland;175;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;225;3,098
Spain;67;Adolescents;7;2;Water and water based drinks;10489266;Water based beverages;10490622;224,656;3,633
